wave,var_name,question,options,n_options,pct_answered
W29,DIFF1B,Do you think men and women are (basically similar) or (basically different) when it comes to each of the following? Their physical abilities,Men and women are basically SIMILAR | Men and women are basically DIFFERENT,2,100.0
W29,DIFF1C,Do you think men and women are (basically similar) or (basically different) when it comes to each of the following? Their approach to parenting,Men and women are basically SIMILAR | Men and women are basically DIFFERENT,2,100.0
W29,DIFF1D,Do you think men and women are (basically similar) or (basically different) when it comes to each of the following? How they express their feelings,Men and women are basically SIMILAR | Men and women are basically DIFFERENT,2,100.0
W29,DIFF1E,Do you think men and women are (basically similar) or (basically different) when it comes to each of the following? The things they are good at in the workplace,Men and women are basically SIMILAR | Men and women are basically DIFFERENT,2,100.0
W29,RAN_DIFF1,"DIFF1 response selected for DIFF2 (IF ONLY 1 ITEM IN DIFF1A-E=2, Select THAT ITEM. IF MORE THAN 1 ITEM IN DIFF1A-E=2, Randomly Select 1 ITEM)",Their hobbies and personal interests | Their physical abilities | Their approach to parenting | How they express their feelings | The things they are good at in the workplace,5,96.1
W29,DIFF2,"Thinking specifically about the differences between men and women when it comes to [ITEM FROM DIFF1], would you say these differences are...",Mostly based on biological differences between men and women | Mostly based on different expectations society has for men and women,2,96.1
W29,DIFF3,"In general, do you think it is (a good thing) or (a bad thing) that men and women are different when it comes to [ITEM FROM DIFF1], or do you think it doesn't matter?",Good thing | Bad thing | Doesn't matter,3,96.1
W29,MASC2,"Now thinking about how you see yourself... In general, would you describe yourself as...",Very manly or masculine | Somewhat manly or masculine | Not too manly or masculine | Not at all manly or masculine,4,49.8
W29,FEM2,"Now thinking about how you see yourself... In general, would you describe yourself as...",Very womanly or feminine | Somewhat womanly or feminine | Not too womanly or feminine | Not at all womanly or feminine,4,50.2
W29,MASC1F1,"Thinking about how society sees MEN these days, in general, would you say...",Most people look UP to men who are manly or masculine | Most people look DOWN on men who are manly or masculine | Neither,3,50.2
W29,MASC2AF1,Do you think it's a (good thing) or (a bad thing) that most people in our society look UP to men who are manly or masculine?,Good thing | Bad thing,2,25.6
W29,MASC2BF1,Do you think it's a (good thing) or (a bad thing) that most people in our society look DOWN on men who are manly or masculine?,Good thing | Bad thing,2,3.9
W29,FEM1F2,"Thinking about how society sees Women these days, in general, would you say...",Most people look UP to women who are womanly or feminine | Most people look DOWN on women who are womanly or feminine | Neither,3,49.8
W29,FEM2AF2,Do you think it's a (good thing) or (a bad thing) that most people in our society look UP to women who are womanly or feminine?,Good thing | Bad thing,2,14.1
W29,FEM2BF2,Do you think it's a (good thing) or (a bad thing) that most people in our society look DOWN on women who are womanly or feminine?,Good thing | Bad thing,2,6.5
W29,E6A,"In a previous survey you indicated that you were not employed and were not currently looking for work. Is that because you don't want to work right now, or because you looked but couldn't find a job, or for some other reason?",Don't want to work right now | Looked but couldn't find a job | Some other reason,3,6.2
W29,GOODJOBS,"In general, thinking about job opportunities where you live, would you say that...",There are plenty of good jobs available | Good jobs are difficult to find,2,100.0
W29,HELPHURTA,"Thinking about your work life, has each of the following done more to (help) or (hurt) your job or career, or hasn't it made much of a difference for your job or career? The growing number of immigrants working in this country",Has done more to HELP my job or career | Has done more to HURT my job or career | Hasn't made much of a difference,3,67.5
W29,HELPHURTB,"Thinking about your work life, has each of the following done more to (help) or (hurt) your job or career, or hasn't it made much of a difference for your job or career? More women in the workforce",Has done more to HELP my job or career | Has done more to HURT my job or career | Hasn't made much of a difference,3,67.5
W29,HELPHURTC,"Thinking about your work life, has each of the following done more to (help) or (hurt) your job or career, or hasn't it made much of a difference for your job or career? A growing emphasis on diversity in the workplace",Has done more to HELP my job or career | Has done more to HURT my job or career | Hasn't made much of a difference,3,67.5
W29,HELPHURTD,"Thinking about your work life, has each of the following done more to (help) or (hurt) your job or career, or hasn't it made much of a difference for your job or career? Increased outsourcing of jobs to other countries",Has done more to HELP my job or career | Has done more to HURT my job or career | Hasn't made much of a difference,3,67.5
W29,HELPHURTE,"Thinking about your work life, has each of the following done more to (help) or (hurt) your job or career, or hasn't it made much of a difference for your job or career? Automation of jobs through new technology in the workplace",Has done more to HELP my job or career | Has done more to HURT my job or career | Hasn't made much of a difference,3,67.5
W29,HELPHURTF,"Thinking about your work life, has each of the following done more to (help) or (hurt) your job or career, or hasn't it made much of a difference for your job or career? More foreign-made products being sold in the U.S.",Has done more to HELP my job or career | Has done more to HURT my job or career | Hasn't made much of a difference,3,67.5
W29,HELPHURTG,"Thinking about your work life, has each of the following done more to (help) or (hurt) your job or career, or hasn't it made much of a difference for your job or career? More U.S.-made products being sold in other countries",Has done more to HELP my job or career | Has done more to HURT my job or career | Hasn't made much of a difference,3,67.5
W29,TRANSGEND1,"Which statement comes closer to your views, even if neither is exactly right?",Whether someone is a man or a woman is determined by the sex they were assigned at birth | Someone can be a man or a woman even if that is different from the sex they were assigned at birth,2,100.0
W29,COMPUTERUSE,How often do you use a computer?,Never or almost never | Some days | Most days | Every day,4,100.0
