model_label,question_id,n_options,wd_rep,wd_dem,wd_overall,closer_to,partisan_gap
Claude Sonnet 4.5,atp_W32_FEELC,4,0.1738,0.2081,0.1939,Rep,0.0343
Claude Sonnet 4.5,atp_W32_FEELD,4,0.2068,0.2091,0.2091,Rep,0.0083
Claude Sonnet 4.5,atp_W32_GAYMARR2,4,0.4065,0.2793,0.3398,Dem,0.4271
Claude Sonnet 4.5,atp_W32_GOVT_ROLE,2,0.1845,0.7996,0.5105,Rep,0.615
Claude Sonnet 4.5,atp_W32_GROWUPUSR,3,0.2918,0.2653,0.2791,Dem,0.117
Claude Sonnet 4.5,atp_W32_HARASS1A,3,0.2481,0.2572,0.2535,Rep,0.1298
Claude Sonnet 4.5,atp_W32_HARASS1B,3,0.3,0.2819,0.2913,Dem,0.1099
Claude Sonnet 4.5,atp_W32_HARASS1C,3,0.4334,0.2065,0.3151,Dem,0.2269
Claude Sonnet 4.5,atp_W32_HARASS1D,3,0.4986,0.2282,0.3566,Dem,0.2704
Claude Sonnet 4.5,atp_W32_HARASS2F1,3,0.7022,0.501,0.5982,Dem,0.2012
Claude Sonnet 4.5,atp_W32_HARASS3F2,3,0.1537,0.2779,0.2203,Rep,0.1243
Claude Sonnet 4.5,atp_W32_HARASS5,3,0.3671,0.2964,0.3253,Dem,0.0707
Claude Sonnet 4.5,atp_W32_IMMCULT2,2,0.7615,0.1886,0.4588,Dem,0.5729
Claude Sonnet 4.5,atp_W32_IMMIMPACT,3,0.3787,0.6136,0.5005,Rep,0.2348
Claude Sonnet 4.5,atp_W32_JOBSFUTURE,3,0.4483,0.4075,0.4266,Dem,0.0407
Claude Sonnet 4.5,atp_W32_LIFELOC,2,0.477,0.4275,0.4539,Dem,0.0495
Claude Sonnet 4.5,atp_W32_LOCALPROBA,3,0.2773,0.268,0.273,Dem,0.0662
Claude Sonnet 4.5,atp_W32_LOCALPROBB,3,0.2549,0.254,0.2548,Dem,0.0047
Claude Sonnet 4.5,atp_W32_LOCALPROBC,3,0.1538,0.2101,0.1849,Rep,0.0563
Claude Sonnet 4.5,atp_W32_LOCALPROBD,3,0.3457,0.3388,0.3407,Dem,0.0295
Claude Sonnet 4.5,atp_W32_LOCALPROBE,3,0.3579,0.3481,0.352,Dem,0.0127
Claude Sonnet 4.5,atp_W32_LOCALPROBF,3,0.3054,0.3206,0.3143,Rep,0.0461
Claude Sonnet 4.5,atp_W32_LOCALPROBG,3,0.2716,0.2095,0.2378,Dem,0.2266
Claude Sonnet 4.5,atp_W32_LOCALPROBH,3,0.2712,0.3009,0.2873,Rep,0.1705
Claude Sonnet 4.5,atp_W32_LOCALPROBI,3,0.2066,0.2402,0.2236,Rep,0.1079
Claude Sonnet 4.5,atp_W32_LOCALPROBJ,3,0.1829,0.1913,0.1873,Rep,0.0323
Claude Sonnet 4.5,atp_W32_LOCALPROBK,3,0.3309,0.3222,0.3265,Dem,0.0531
Claude Sonnet 4.5,atp_W32_LOCALPROBL_F1,3,0.2428,0.2601,0.2517,Rep,0.0576
Claude Sonnet 4.5,atp_W32_LOCALPROBM_F2,3,0.2931,0.285,0.2885,Dem,0.0712
Claude Sonnet 4.5,atp_W32_MARRFAM2,2,0.6549,0.289,0.4618,Dem,0.3659
Claude Sonnet 4.5,atp_W32_MISINFG,2,0.3371,0.3893,0.3693,Rep,0.0522
Claude Sonnet 4.5,atp_W32_MISINFT,2,0.4949,0.6364,0.576,Rep,0.1415
Claude Sonnet 4.5,atp_W32_MOVERURAL,3,0.6237,0.4452,0.5419,Dem,0.1785
Claude Sonnet 4.5,atp_W32_MOVESUBURB,3,0.4642,0.5733,0.5207,Rep,0.1211
Claude Sonnet 4.5,atp_W32_MOVEURBAN,3,0.3421,0.2782,0.2955,Dem,0.2149
Claude Sonnet 4.5,atp_W32_NEIGHINTERA,6,0.3007,0.2964,0.2996,Dem,0.0138
Claude Sonnet 4.5,atp_W32_NEIGHINTERB,6,0.2001,0.202,0.2015,Rep,0.0296
Claude Sonnet 4.5,atp_W32_NEIGHINTERC,6,0.2235,0.2206,0.222,Dem,0.0119
Claude Sonnet 4.5,atp_W32_NEIGHINTERD,6,0.1425,0.1456,0.1451,Rep,0.004
Claude Sonnet 4.5,atp_W32_NEIGHKIDS,3,0.5237,0.577,0.5506,Rep,0.0533
Claude Sonnet 4.5,atp_W32_NEIGHKNOW,4,0.1892,0.163,0.1749,Dem,0.0576
Claude Sonnet 4.5,atp_W32_NEIGHSAMEA,5,0.4522,0.3919,0.4186,Dem,0.0737
Claude Sonnet 4.5,atp_W32_NEIGHSAMEB,5,0.3797,0.3566,0.3649,Dem,0.0341
Claude Sonnet 4.5,atp_W32_NEIGHSAMEC,5,0.2565,0.2245,0.2384,Dem,0.0523
Claude Sonnet 4.5,atp_W32_PROBRURAL,4,0.1787,0.211,0.1978,Rep,0.0732
Claude Sonnet 4.5,atp_W32_PROBSELF,4,0.158,0.1632,0.1603,Rep,0.0123
Claude Sonnet 4.5,atp_W32_PROBSUBURB,4,0.1545,0.1732,0.1653,Rep,0.0186
Claude Sonnet 4.5,atp_W32_PROBURBAN,4,0.1784,0.1764,0.1784,Dem,0.0415
Claude Sonnet 4.5,atp_W32_SATLIFEA,4,0.2384,0.2134,0.2249,Dem,0.038
Claude Sonnet 4.5,atp_W32_SATLIFEB,4,0.1957,0.1952,0.196,Dem,0.0438
Claude Sonnet 4.5,atp_W32_SATLIFEC,4,0.2145,0.2339,0.2255,Rep,0.0518
Claude Sonnet 4.5,atp_W32_SATLIFED,4,0.2109,0.2132,0.2116,Rep,0.0415
Claude Sonnet 4.5,atp_W32_SATLIFEE,4,0.1843,0.1857,0.1847,Rep,0.0425
Claude Sonnet 4.5,atp_W32_SOCTRUST,2,0.4795,0.5096,0.4881,Rep,0.0301
Claude Sonnet 4.5,atp_W32_SOCTRUST2,2,0.3159,0.2951,0.3159,Dem,0.0207
Claude Sonnet 4.5,atp_W32_SOCTRUST4,4,0.1239,0.1419,0.1342,Rep,0.018
Claude Sonnet 4.5,atp_W32_SOCTRUST5,2,0.3141,0.2931,0.3126,Dem,0.0209
Claude Sonnet 4.5,atp_W32_SUBURBNEAR,3,0.6354,0.6322,0.6331,Dem,0.0111
Claude Sonnet 4.5,atp_W32_SUCCESSIMPA,3,0.1577,0.196,0.1786,Rep,0.0946
Claude Sonnet 4.5,atp_W32_SUCCESSIMPB,3,0.0479,0.0599,0.0554,Rep,0.0121
Claude Sonnet 4.5,atp_W32_SUCCESSIMPC,3,0.0245,0.0496,0.0383,Rep,0.0252
Claude Sonnet 4.5,atp_W32_SUCCESSIMPD,3,0.3902,0.366,0.3777,Dem,0.0282
Claude Sonnet 4.5,atp_W32_VALUESUBURB,4,0.1741,0.1783,0.1784,Rep,0.0115
Claude Sonnet 4.5,atp_W32_VIEWCOMM,4,0.2013,0.2173,0.2096,Rep,0.0159
Claude Sonnet 4.5,atp_W32_WANTMOVE,3,0.2652,0.3006,0.2851,Rep,0.0355
Claude Sonnet 4.5,atp_W32_WHADVANT,4,0.6439,0.2333,0.4295,Dem,0.4106
Claude Sonnet 4.5,atp_W32_WILLMOVE,4,0.3214,0.2888,0.3045,Dem,0.0675
Claude Sonnet 4.5,atp_W32_WOMENOPPS,2,0.6537,0.22,0.4258,Dem,0.4337
Claude Sonnet 4.5,atp_W34_BIOTECHB,2,0.7155,0.6574,0.6833,Dem,0.0581
Claude Sonnet 4.5,atp_W34_BIOTECHC,2,0.2693,0.256,0.2625,Dem,0.0134
Claude Sonnet 4.5,atp_W34_BIOTECHD,2,0.4145,0.4078,0.4134,Dem,0.0067
Claude Sonnet 4.5,atp_W34_BIOTECHE,2,0.1816,0.2084,0.1973,Rep,0.0268
Claude Sonnet 4.5,atp_W34_EAT1,5,0.2023,0.1884,0.1943,Dem,0.0276
Claude Sonnet 4.5,atp_W34_EAT2,5,0.2687,0.2888,0.2818,Rep,0.0201
Claude Sonnet 4.5,atp_W34_EAT3A,2,0.2807,0.3143,0.3031,Rep,0.0335
Claude Sonnet 4.5,atp_W34_EAT3B,2,0.1045,0.1824,0.1494,Rep,0.0779
Claude Sonnet 4.5,atp_W34_EAT3C,2,0.168,0.2187,0.1979,Rep,0.0507
Claude Sonnet 4.5,atp_W34_EAT3D,2,0.2879,0.3486,0.3256,Rep,0.0607
Claude Sonnet 4.5,atp_W34_EAT3E,2,0.2398,0.2766,0.2629,Rep,0.0368
Claude Sonnet 4.5,atp_W34_EAT3F,2,0.5758,0.57,0.5735,Dem,0.0058
Claude Sonnet 4.5,atp_W34_EAT3G,2,0.3432,0.3836,0.3678,Rep,0.0403
Claude Sonnet 4.5,atp_W34_EAT3H,2,0.2674,0.3136,0.2968,Rep,0.0462
Claude Sonnet 4.5,atp_W34_EAT3I,2,0.4672,0.4758,0.4738,Rep,0.0086
Claude Sonnet 4.5,atp_W34_EAT3J,2,0.1158,0.1245,0.1222,Rep,0.0087
Claude Sonnet 4.5,atp_W34_EAT3K,2,0.79,0.8217,0.808,Rep,0.0317
Claude Sonnet 4.5,atp_W34_EAT5A,4,0.3515,0.4023,0.3843,Rep,0.0632
Claude Sonnet 4.5,atp_W34_EAT5B,4,0.1927,0.1776,0.1854,Dem,0.0793
Claude Sonnet 4.5,atp_W34_EAT5C,4,0.2946,0.323,0.3145,Rep,0.0407
Claude Sonnet 4.5,atp_W34_EAT5D,4,0.1633,0.1617,0.1626,Dem,0.024
Claude Sonnet 4.5,atp_W34_EAT6,2,0.421,0.5553,0.507,Rep,0.1343
Claude Sonnet 4.5,atp_W34_EVOBIOA,3,0.2582,0.2002,0.2285,Dem,0.0581
Claude Sonnet 4.5,atp_W34_EVOONE,2,0.4095,0.2049,0.2877,Dem,0.2046
Claude Sonnet 4.5,atp_W34_EVOPERS3,3,0.211,0.2895,0.2565,Rep,0.2195
Claude Sonnet 4.5,atp_W34_EVOTHREE,2,0.4195,0.6501,0.5734,Rep,0.2306
Claude Sonnet 4.5,atp_W34_FUD22,4,0.2805,0.2509,0.2636,Dem,0.0332
Claude Sonnet 4.5,atp_W34_FUD24,3,0.4182,0.5105,0.4744,Rep,0.0924
Claude Sonnet 4.5,atp_W34_FUD30A,2,0.9611,0.9549,0.9566,Dem,0.0062
Claude Sonnet 4.5,atp_W34_FUD30B,2,0.918,0.8903,0.9022,Dem,0.0277
Claude Sonnet 4.5,atp_W34_FUD30C,2,0.8555,0.8311,0.8396,Dem,0.0244
Claude Sonnet 4.5,atp_W34_FUD30D,2,0.2531,0.3096,0.2889,Rep,0.0565
Claude Sonnet 4.5,atp_W34_FUD32,3,0.2016,0.2158,0.2091,Rep,0.0356
Claude Sonnet 4.5,atp_W34_FUD33A,4,0.2442,0.2396,0.2437,Dem,0.0085
Claude Sonnet 4.5,atp_W34_FUD35,4,0.5637,0.6179,0.598,Rep,0.0542
Claude Sonnet 4.5,atp_W34_FUD37A,4,0.2262,0.2245,0.2273,Dem,0.0221
Claude Sonnet 4.5,atp_W34_FUD37B,4,0.2795,0.3061,0.3003,Rep,0.0286
Claude Sonnet 4.5,atp_W34_FUD37C,4,0.2614,0.2265,0.2406,Dem,0.0822
Claude Sonnet 4.5,atp_W34_FUD37D,4,0.1833,0.2003,0.1946,Rep,0.017
Claude Sonnet 4.5,atp_W34_G1,3,0.4541,0.4623,0.462,Rep,0.0082
Claude Sonnet 4.5,atp_W34_G2,3,0.1552,0.1744,0.168,Rep,0.0193
Claude Sonnet 4.5,atp_W34_KNOSCT22_W17W34,3,0.1538,0.1475,0.1532,Dem,0.0193
Claude Sonnet 4.5,atp_W34_KNOSCT23_W17W34,5,0.1951,0.2231,0.2187,Rep,0.0281
Claude Sonnet 4.5,atp_W34_KNOSCT29_W17W34,4,0.2894,0.2971,0.2992,Rep,0.0109
Claude Sonnet 4.5,atp_W34_KNOSCT31_W17W34,4,0.4957,0.4524,0.4731,Dem,0.0542
Claude Sonnet 4.5,atp_W34_KNOSCT33_W17W34,4,0.2541,0.2286,0.2401,Dem,0.0255
Claude Sonnet 4.5,atp_W34_KNOSCT34_W17W34,5,0.3259,0.3232,0.3277,Dem,0.0074
Claude Sonnet 4.5,atp_W34_MED1,2,0.4684,0.4665,0.4758,Dem,0.0019
Claude Sonnet 4.5,atp_W34_MED2A,3,0.3067,0.3467,0.3278,Rep,0.04
Claude Sonnet 4.5,atp_W34_MED2B,3,0.1646,0.1775,0.1718,Rep,0.013
Claude Sonnet 4.5,atp_W34_MED2C,3,0.241,0.2615,0.256,Rep,0.0241
Claude Sonnet 4.5,atp_W34_MED2D,3,0.1058,0.0661,0.0822,Dem,0.0397
Claude Sonnet 4.5,atp_W34_MED2E,3,0.2443,0.2558,0.2533,Rep,0.0114
Claude Sonnet 4.5,atp_W34_MED2F,3,0.2946,0.3034,0.3026,Rep,0.0096
Claude Sonnet 4.5,atp_W34_MED2G,3,0.266,0.3136,0.2942,Rep,0.0476
Claude Sonnet 4.5,atp_W34_MED3,3,0.3974,0.431,0.4156,Rep,0.0336
Claude Sonnet 4.5,atp_W34_MED4A,2,0.143,0.1957,0.1734,Rep,0.0527
Claude Sonnet 4.5,atp_W34_MED4B,2,0.3195,0.2073,0.2565,Dem,0.1122
Claude Sonnet 4.5,atp_W34_MED4C,2,0.4694,0.322,0.3842,Dem,0.1475
Claude Sonnet 4.5,atp_W34_MED5,4,0.1803,0.2083,0.1981,Rep,0.062
Claude Sonnet 4.5,atp_W34_MED6A,4,0.2376,0.2285,0.2328,Dem,0.0199
Claude Sonnet 4.5,atp_W34_MED6B,4,0.1952,0.1836,0.1911,Dem,0.064
Claude Sonnet 4.5,atp_W34_MED6C,4,0.21,0.2123,0.212,Rep,0.0094
Claude Sonnet 4.5,atp_W34_MED6D,4,0.2363,0.2494,0.2447,Rep,0.0772
Claude Sonnet 4.5,atp_W34_MED6E,4,0.2188,0.1975,0.2082,Dem,0.0786
Claude Sonnet 4.5,atp_W34_MED7,2,0.2327,0.4273,0.3459,Rep,0.1946
Claude Sonnet 4.5,atp_W34_NOBIOTECH_FILL,5,0.4706,0.454,0.4616,Dem,0.0203
Claude Sonnet 4.5,atp_W34_PRAY_FINAL,7,0.2973,0.3703,0.3418,Rep,0.1635
Claude Sonnet 4.5,atp_W34_RELIMP_FINAL,4,0.2737,0.3435,0.3158,Rep,0.1731
Claude Sonnet 4.5,atp_W34_SCI1,2,0.091,0.0722,0.0825,Dem,0.0188
Claude Sonnet 4.5,atp_W34_SCI2A,2,0.268,0.2669,0.2719,Dem,0.0011
Claude Sonnet 4.5,atp_W34_SCI2B,2,0.0795,0.0688,0.0769,Dem,0.0106
Claude Sonnet 4.5,atp_W34_SCI2C,2,0.1892,0.2068,0.206,Rep,0.0175
Claude Sonnet 4.5,atp_W34_SCI3A,2,0.3195,0.1097,0.1938,Dem,0.2099
Claude Sonnet 4.5,atp_W34_SCI3B,2,0.2826,0.0938,0.1703,Dem,0.1889
Claude Sonnet 4.5,atp_W34_SCI3C,2,0.2964,0.0858,0.1702,Dem,0.2105
Claude Sonnet 4.5,atp_W34_SCI4,2,0.6054,0.2451,0.3877,Dem,0.3603
Claude Sonnet 4.5,atp_W34_SCI5,2,0.4452,0.5109,0.488,Rep,0.0657
Claude Sonnet 4.5,atp_W36_AMNTWMNB2F1,3,0.1344,0.0888,0.0988,Dem,0.1274
Claude Sonnet 4.5,atp_W36_AMNTWMNBF1,3,0.3089,0.0654,0.1675,Dem,0.2435
Claude Sonnet 4.5,atp_W36_AMNTWMNP2F1,3,0.1037,0.1019,0.1021,Dem,0.1257
Claude Sonnet 4.5,atp_W36_AMNTWMNPF1,3,0.3236,0.0561,0.1679,Dem,0.2674
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2A,3,0.1476,0.2111,0.1816,Rep,0.083
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2B,3,0.1875,0.1417,0.1638,Dem,0.0458
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2C,3,0.294,0.3422,0.3203,Rep,0.0954
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2D,3,0.3876,0.1913,0.2786,Dem,0.1962
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2E,3,0.5732,0.4368,0.4956,Dem,0.1365
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2F,3,0.3548,0.2468,0.2969,Dem,0.1081
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2G,3,0.1618,0.2364,0.2034,Rep,0.1273
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2H,3,0.3832,0.2752,0.3233,Dem,0.1079
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2I,3,0.2311,0.2809,0.2576,Rep,0.115
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2J,3,0.2338,0.2766,0.2563,Rep,0.0823
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2K,3,0.328,0.1952,0.2562,Dem,0.1328
Claude Sonnet 4.5,atp_W36_BETTERBIZ1F2L,3,0.252,0.2608,0.2572,Rep,0.0728
Claude Sonnet 4.5,atp_W36_BETTERBIZ2F2A,3,0.2613,0.1524,0.1996,Dem,0.1089
Claude Sonnet 4.5,atp_W36_BETTERBIZ2F2B,3,0.2213,0.1497,0.1831,Dem,0.0716
Claude Sonnet 4.5,atp_W36_BETTERBIZ2F2C,3,0.2092,0.1674,0.1887,Dem,0.0503
Claude Sonnet 4.5,atp_W36_BETTERBIZ2F2D,3,0.4222,0.2611,0.338,Dem,0.1612
Claude Sonnet 4.5,atp_W36_BETTERBIZ2F2E,3,0.1722,0.1685,0.1716,Dem,0.0515
Claude Sonnet 4.5,atp_W36_BETTERBIZ2F2F,3,0.5254,0.3716,0.4425,Dem,0.1538
Claude Sonnet 4.5,atp_W36_BETTERPOL1F1A,3,0.1469,0.244,0.2025,Rep,0.1253
Claude Sonnet 4.5,atp_W36_BETTERPOL1F1B,3,0.2169,0.1113,0.1565,Dem,0.1056
Claude Sonnet 4.5,atp_W36_BETTERPOL1F1C,3,0.2768,0.3321,0.3052,Rep,0.1429
Claude Sonnet 4.5,atp_W36_BETTERPOL1F1D,3,0.289,0.191,0.2306,Dem,0.0979
Claude Sonnet 4.5,atp_W36_BETTERPOL1F1E,3,0.4887,0.3674,0.4179,Dem,0.1213
Claude Sonnet 4.5,atp_W36_BETTERPOL1F1F,3,0.2301,0.261,0.2468,Rep,0.1238
Claude Sonnet 4.5,atp_W36_BETTERPOL1F1G,3,0.2967,0.2795,0.2861,Dem,0.0372
Claude Sonnet 4.5,atp_W36_BETTERPOL1F1H,3,0.3834,0.2143,0.285,Dem,0.1691
Claude Sonnet 4.5,atp_W36_BETTERPOL1F1I,3,0.2166,0.2772,0.2483,Rep,0.0993
Claude Sonnet 4.5,atp_W36_BETTERPOL2F1A,3,0.2399,0.1662,0.1949,Dem,0.0737
Claude Sonnet 4.5,atp_W36_BETTERPOL2F1B,3,0.3663,0.2022,0.2712,Dem,0.1641
Claude Sonnet 4.5,atp_W36_BETTERPOL2F1C,3,0.2644,0.2584,0.2597,Dem,0.1944
Claude Sonnet 4.5,atp_W36_BETTERPOL2F1D,3,0.5124,0.2231,0.3447,Dem,0.2893
Claude Sonnet 4.5,atp_W36_BETTERPOL2F1E,3,0.2025,0.1508,0.173,Dem,0.0523
Claude Sonnet 4.5,atp_W36_BETTERPOL2F1F,3,0.3483,0.2885,0.3127,Dem,0.1836
Claude Sonnet 4.5,atp_W36_COLSPEECH,2,0.0593,0.0845,0.0757,Rep,0.0251
Claude Sonnet 4.5,atp_W36_E5,3,0.5401,0.574,0.5598,Rep,0.0339
Claude Sonnet 4.5,atp_W36_EARN,3,0.6294,0.6393,0.6321,Rep,0.01
Claude Sonnet 4.5,atp_W36_EASIERBIZF2,3,0.3754,0.1314,0.244,Dem,0.244
Claude Sonnet 4.5,atp_W36_EASIERPOLF2,3,0.4434,0.1364,0.2745,Dem,0.307
Claude Sonnet 4.5,atp_W36_EQUALBIZF2,2,0.5483,0.4689,0.504,Dem,0.0794
Claude Sonnet 4.5,atp_W36_EQUALPOLF2,2,0.5518,0.5324,0.5389,Dem,0.0194
Claude Sonnet 4.5,atp_W36_ESSENBIZF2A,3,0.0329,0.0407,0.0377,Rep,0.0078
Claude Sonnet 4.5,atp_W36_ESSENBIZF2B,3,0.2541,0.3404,0.3036,Rep,0.1189
Claude Sonnet 4.5,atp_W36_ESSENBIZF2C,3,0.3782,0.4037,0.3929,Rep,0.0304
Claude Sonnet 4.5,atp_W36_ESSENBIZF2D,3,0.1032,0.1256,0.1171,Rep,0.0223
Claude Sonnet 4.5,atp_W36_ESSENBIZF2E,3,0.2374,0.2094,0.2226,Dem,0.028
Claude Sonnet 4.5,atp_W36_ESSENBIZF2F,3,0.2637,0.0948,0.1708,Dem,0.1688
Claude Sonnet 4.5,atp_W36_ESSENBIZF2G,3,0.1387,0.0541,0.0914,Dem,0.0847
Claude Sonnet 4.5,atp_W36_ESSENBIZF2H,3,0.1442,0.2266,0.1913,Rep,0.0824
Claude Sonnet 4.5,atp_W36_ESSENBIZF2I,3,0.271,0.3913,0.337,Rep,0.1419
Claude Sonnet 4.5,atp_W36_ESSENBIZF2J,3,0.3123,0.3374,0.3264,Rep,0.0251
Claude Sonnet 4.5,atp_W36_ESSENBIZF2K,3,0.0718,0.0349,0.0515,Dem,0.037
Claude Sonnet 4.5,atp_W36_ESSENBIZF2L,3,0.3297,0.372,0.354,Rep,0.07
Claude Sonnet 4.5,atp_W36_ESSENPOLF1A,3,0.0375,0.0288,0.0327,Dem,0.0125
Claude Sonnet 4.5,atp_W36_ESSENPOLF1B,3,0.2765,0.0969,0.172,Dem,0.1795
Claude Sonnet 4.5,atp_W36_ESSENPOLF1C,3,0.1217,0.062,0.0905,Dem,0.0597
Claude Sonnet 4.5,atp_W36_ESSENPOLF1D,3,0.0599,0.0932,0.0806,Rep,0.0334
Claude Sonnet 4.5,atp_W36_ESSENPOLF1E,3,0.2424,0.2202,0.2309,Dem,0.0276
Claude Sonnet 4.5,atp_W36_ESSENPOLF1F,3,0.1039,0.1576,0.1359,Rep,0.0537
Claude Sonnet 4.5,atp_W36_ESSENPOLF1G,3,0.239,0.2496,0.2456,Rep,0.0106
Claude Sonnet 4.5,atp_W36_ESSENPOLF1H,3,0.2157,0.0908,0.1422,Dem,0.125
Claude Sonnet 4.5,atp_W36_ESSENPOLF1I,3,0.2981,0.3592,0.3358,Rep,0.0891
Claude Sonnet 4.5,atp_W36_EXECCHF2,3,0.3446,0.3105,0.3249,Dem,0.0342
Claude Sonnet 4.5,atp_W36_HAPPYLIFE,3,0.1976,0.1887,0.1932,Dem,0.0903
Claude Sonnet 4.5,atp_W36_HIGHED,2,0.2211,0.49,0.3729,Rep,0.2688
Claude Sonnet 4.5,atp_W36_HIGHEDWRNGA,3,0.1332,0.0414,0.0905,Dem,0.0918
Claude Sonnet 4.5,atp_W36_HIGHEDWRNGB,3,0.8979,0.3136,0.6305,Dem,0.5843
Claude Sonnet 4.5,atp_W36_HIGHEDWRNGC,3,0.4189,0.3073,0.367,Dem,0.3953
Claude Sonnet 4.5,atp_W36_HIGHEDWRNGD,3,0.1479,0.2785,0.2068,Rep,0.1306
Claude Sonnet 4.5,atp_W36_IMPROVE1,4,0.4447,0.1726,0.2922,Dem,0.2721
Claude Sonnet 4.5,atp_W36_IMPROVE2,4,0.31,0.1845,0.2401,Dem,0.2854
Claude Sonnet 4.5,atp_W36_IMPROVE3,4,0.2614,0.2058,0.2309,Dem,0.3189
Claude Sonnet 4.5,atp_W36_MOREWMN1F2,3,0.4272,0.8806,0.6742,Rep,0.4535
Claude Sonnet 4.5,atp_W36_MOREWMN2F2,3,0.2262,0.6734,0.4731,Rep,0.4472
Claude Sonnet 4.5,atp_W36_MOREWMN3F2,3,0.2022,0.5237,0.3827,Rep,0.3215
Claude Sonnet 4.5,atp_W36_MOREWMN4F2,3,0.2592,0.6304,0.464,Rep,0.3711
Claude Sonnet 4.5,atp_W36_POLCHF1,3,0.4105,0.3906,0.3976,Dem,0.0221
Claude Sonnet 4.5,atp_W36_STYLE1,2,0.3683,0.433,0.4066,Rep,0.0647
Claude Sonnet 4.5,atp_W36_STYLE2,3,0.1888,0.4035,0.3032,Rep,0.2147
Claude Sonnet 4.5,atp_W36_TRAITBIZMF2A,3,0.1612,0.1635,0.1645,Rep,0.0037
Claude Sonnet 4.5,atp_W36_TRAITBIZMF2B,3,0.5754,0.6148,0.5982,Rep,0.0396
Claude Sonnet 4.5,atp_W36_TRAITBIZMF2C,3,0.1691,0.1714,0.1735,Rep,0.0023
Claude Sonnet 4.5,atp_W36_TRAITBIZMF2D,3,0.2833,0.4188,0.3636,Rep,0.1355
Claude Sonnet 4.5,atp_W36_TRAITBIZMF2E,3,0.1493,0.1518,0.1545,Rep,0.0101
Claude Sonnet 4.5,atp_W36_TRAITBIZMF2F,3,0.1837,0.1658,0.1757,Dem,0.0335
Claude Sonnet 4.5,atp_W36_TRAITBIZMF2G,3,0.4186,0.3696,0.392,Dem,0.0491
Claude Sonnet 4.5,atp_W36_TRAITBIZWF2A,3,0.2262,0.2747,0.2568,Rep,0.0486
Claude Sonnet 4.5,atp_W36_TRAITBIZWF2B,3,0.3912,0.304,0.3432,Dem,0.0872
Claude Sonnet 4.5,atp_W36_TRAITBIZWF2C,3,0.2897,0.332,0.3144,Rep,0.0737
Claude Sonnet 4.5,atp_W36_TRAITBIZWF2D,3,0.2994,0.3565,0.3337,Rep,0.0572
Claude Sonnet 4.5,atp_W36_TRAITBIZWF2E,3,0.2892,0.3183,0.3071,Rep,0.0756
Claude Sonnet 4.5,atp_W36_TRAITBIZWF2F,3,0.153,0.108,0.1299,Dem,0.0449
Claude Sonnet 4.5,atp_W36_TRAITBIZWF2G,3,0.4725,0.4491,0.4602,Dem,0.0675
Claude Sonnet 4.5,atp_W36_TRAITPOLMF1A,3,0.1808,0.1949,0.1919,Rep,0.0141
Claude Sonnet 4.5,atp_W36_TRAITPOLMF1B,3,0.4256,0.4685,0.4502,Rep,0.0428
Claude Sonnet 4.5,atp_W36_TRAITPOLMF1C,3,0.232,0.2118,0.2222,Dem,0.0202
Claude Sonnet 4.5,atp_W36_TRAITPOLMF1D,3,0.1952,0.3068,0.2614,Rep,0.1115
Claude Sonnet 4.5,atp_W36_TRAITPOLMF1E,3,0.1952,0.1856,0.1934,Dem,0.0096
Claude Sonnet 4.5,atp_W36_TRAITPOLMF1F,3,0.2834,0.2774,0.2823,Dem,0.0486
Claude Sonnet 4.5,atp_W36_TRAITPOLMF1G,3,0.4496,0.3879,0.4196,Dem,0.0617
Claude Sonnet 4.5,atp_W36_TRAITPOLWF1A,3,0.2527,0.2984,0.2823,Rep,0.0583
Claude Sonnet 4.5,atp_W36_TRAITPOLWF1B,3,0.3364,0.3213,0.3274,Dem,0.051
Claude Sonnet 4.5,atp_W36_TRAITPOLWF1C,3,0.4099,0.32,0.3578,Dem,0.0899
Claude Sonnet 4.5,atp_W36_TRAITPOLWF1D,3,0.2225,0.2036,0.2104,Dem,0.0189
Claude Sonnet 4.5,atp_W36_TRAITPOLWF1E,3,0.4165,0.3128,0.3587,Dem,0.1037
Claude Sonnet 4.5,atp_W36_TRAITPOLWF1F,3,0.2283,0.1854,0.2072,Dem,0.0448
Claude Sonnet 4.5,atp_W36_TRAITPOLWF1G,3,0.356,0.2904,0.3217,Dem,0.0655
Claude Sonnet 4.5,atp_W36_WHYNOTBIZF2A,3,0.3002,0.37,0.3394,Rep,0.2615
Claude Sonnet 4.5,atp_W36_WHYNOTBIZF2B,3,0.4717,0.1368,0.2874,Dem,0.3348
Claude Sonnet 4.5,atp_W36_WHYNOTBIZF2C,3,0.2937,0.3338,0.3182,Rep,0.04
