model_label,question_id,condition,n_options,wd_rep,wd_dem,wd_overall,closer_to,partisan_gap,llm_dist
Claude Sonnet 4.5,atp_W27_WORK2,N,3,0.443,0.3909,0.417,Dem,0.2004,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1A,C1L,3,0.2246,0.3612,0.3014,Rep,0.1367,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1A,C1R,3,0.2246,0.3612,0.3014,Rep,0.1367,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1A,C3L,3,0.2246,0.3612,0.3014,Rep,0.1367,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1A,C3R,3,0.2246,0.3612,0.3014,Rep,0.1367,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1A,CA,3,0.3336,0.3522,0.3428,Rep,0.1367,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1A,N,3,0.2246,0.3612,0.3014,Rep,0.1367,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1B,C1L,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1B,C1R,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1B,C3L,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1B,C3R,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1B,CA,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_BOYSF1B,N,3,0.2614,0.125,0.1868,Dem,0.1364,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_DIFF1A,C1L,2,0.2228,0.3917,0.3191,Rep,0.1689,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1A,C1R,2,0.2228,0.3917,0.3191,Rep,0.1689,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1A,C3L,2,0.7772,0.6083,0.6809,Dem,0.1689,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_DIFF1A,C3R,2,0.2228,0.3917,0.3191,Rep,0.1689,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1A,CA,2,0.2228,0.3917,0.3191,Rep,0.1689,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1A,N,2,0.2228,0.3917,0.3191,Rep,0.1689,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1B,C1L,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1B,C1R,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1B,C3L,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1B,C3R,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1B,CA,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1B,N,2,0.1373,0.3069,0.2334,Rep,0.1696,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1E,C1L,2,0.5673,0.7459,0.6681,Rep,0.1786,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1E,C3L,2,0.4327,0.2541,0.3319,Dem,0.1786,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_DIFF1E,C3R,2,0.5673,0.7459,0.6681,Rep,0.1786,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF1E,CA,2,0.4327,0.2541,0.3319,Dem,0.1786,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_DIFF1E,N,2,0.5673,0.7459,0.6681,Rep,0.1786,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF2,C3L,2,0.6854,0.4382,0.5466,Dem,0.2472,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF2,C3R,2,0.6854,0.4382,0.5466,Dem,0.2472,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF2,N,2,0.6854,0.4382,0.5466,Dem,0.2472,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF3,C3L,3,0.5486,0.3782,0.452,Dem,0.1705,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF3,C3R,3,0.5486,0.3782,0.452,Dem,0.1705,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF3,CA,3,0.5486,0.3782,0.452,Dem,0.1705,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_DIFF3,N,3,0.5486,0.3782,0.452,Dem,0.1705,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_FEM2AF2,C1L,2,0.9349,0.6978,0.8048,Dem,0.2371,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_FEM2AF2,C3L,2,0.9349,0.6978,0.8048,Dem,0.2371,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_FEM2AF2,C3R,2,0.0651,0.3022,0.1952,Rep,0.2371,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_FEM2AF2,N,2,0.0651,0.3022,0.1952,Rep,0.2371,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2A,C1L,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2A,C1R,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2A,C3L,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2A,C3R,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2A,CA,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2A,N,3,0.3054,0.154,0.2198,Dem,0.1515,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2C,C1L,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2C,C1R,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2C,C3L,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2C,C3R,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2C,CA,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_GIRLSF2C,N,3,0.2888,0.1668,0.2198,Dem,0.122,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_HELPHURTB,C1L,3,0.2197,0.4172,0.3311,Rep,0.1975,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_HELPHURTB,C1R,3,0.2197,0.4172,0.3311,Rep,0.1975,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_HELPHURTB,C3L,3,0.7803,0.5828,0.6689,Dem,0.1975,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W29_HELPHURTB,C3R,3,0.2197,0.4172,0.3311,Rep,0.1975,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_HELPHURTB,N,3,0.2197,0.4172,0.3311,Rep,0.1975,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_HELPHURTC,C3L,3,0.7437,0.5637,0.643,Dem,0.18,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W29_HELPHURTC,C3R,3,0.3915,0.4694,0.4368,Rep,0.18,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_HELPHURTC,N,3,0.2563,0.4363,0.357,Rep,0.18,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MASC2AF1,C1L,2,0.8178,0.437,0.5783,Dem,0.3808,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MASC2AF1,C3L,2,0.8178,0.437,0.5783,Dem,0.3808,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MASC2AF1,C3R,2,0.1822,0.563,0.4217,Rep,0.3808,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MASC2AF1,CA,2,0.1822,0.563,0.4217,Rep,0.3808,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MASC2AF1,N,2,0.1822,0.563,0.4217,Rep,0.3808,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MASC2BF1,C1L,2,0.0292,0.1957,0.0699,Rep,0.1665,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MASC2BF1,C3L,2,0.0292,0.1957,0.0699,Rep,0.1665,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MASC2BF1,C3R,2,0.0292,0.1957,0.0699,Rep,0.1665,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MASC2BF1,CA,2,0.0292,0.1957,0.0699,Rep,0.1665,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MASC2BF1,N,2,0.0292,0.1957,0.0699,Rep,0.1665,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FA,C3L,2,0.1025,0.2869,0.2082,Rep,0.1844,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FA,C3R,2,0.1025,0.2869,0.2082,Rep,0.1844,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FA,CA,2,0.8975,0.7131,0.7918,Dem,0.1844,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FA,N,2,0.1025,0.2869,0.2082,Rep,0.1844,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FD,C3L,2,0.4086,0.2892,0.3441,Dem,0.1194,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FD,C3R,2,0.4086,0.2892,0.3441,Dem,0.1194,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FD,CA,2,0.4086,0.2892,0.3441,Dem,0.1194,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FD,N,2,0.4086,0.2892,0.3441,Dem,0.1194,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FF,C1L,2,0.4026,0.2309,0.3048,Dem,0.1717,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FF,C1R,2,0.4026,0.2309,0.3048,Dem,0.1717,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FF,C3L,2,0.4026,0.2309,0.3048,Dem,0.1717,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FF,C3R,2,0.5974,0.7691,0.6952,Rep,0.1717,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM1_FF,N,2,0.4026,0.2309,0.3048,Dem,0.1717,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FA,C3L,2,0.5871,0.1788,0.3546,Dem,0.4083,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FA,C3R,2,0.4129,0.8212,0.6454,Rep,0.4083,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FA,N,2,0.5871,0.1788,0.3546,Dem,0.4083,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FB,C1L,2,0.9511,0.5928,0.7496,Dem,0.3583,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FB,C3L,2,0.9511,0.5928,0.7496,Dem,0.3583,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FB,C3R,2,0.0489,0.4072,0.2504,Rep,0.3583,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FB,CA,2,0.9511,0.5928,0.7496,Dem,0.3583,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FB,N,2,0.9511,0.5928,0.7496,Dem,0.3583,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FC,C1L,2,0.6935,0.1414,0.3797,Dem,0.5521,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FC,C3L,2,0.6935,0.1414,0.3797,Dem,0.5521,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FC,C3R,2,0.6935,0.1414,0.3797,Dem,0.5521,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FC,N,2,0.6935,0.1414,0.3797,Dem,0.5521,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FD,C3L,2,0.9155,0.2807,0.562,Dem,0.6348,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FD,C3R,2,0.0845,0.7193,0.438,Rep,0.6348,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FD,N,2,0.0845,0.7193,0.438,Rep,0.6348,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FE,C3L,2,0.6787,0.173,0.3953,Dem,0.5058,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FE,C3R,2,0.3213,0.827,0.6047,Rep,0.5058,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FE,N,2,0.6787,0.173,0.3953,Dem,0.5058,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FF,C3L,2,0.8749,0.4096,0.6137,Dem,0.4653,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FF,C3R,2,0.1251,0.5904,0.3863,Rep,0.4653,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FF,CA,2,0.1251,0.5904,0.3863,Rep,0.4653,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_MESUM2_FF,N,2,0.1251,0.5904,0.3863,Rep,0.4653,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_TRANSGEND1,C1L,2,0.8242,0.2843,0.5182,Dem,0.5399,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_TRANSGEND1,C3L,2,0.8242,0.2843,0.5182,Dem,0.5399,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_TRANSGEND1,C3R,2,0.1758,0.7157,0.4818,Rep,0.5399,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_TRANSGEND1,N,2,0.8242,0.2843,0.5182,Dem,0.5399,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_TRANSGEND3,C3L,3,0.4444,0.1695,0.2884,Dem,0.275,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W29_TRANSGEND3,C3R,3,0.6632,0.4338,0.5306,Dem,0.275,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W29_TRANSGEND3,N,3,0.4444,0.1695,0.2884,Dem,0.275,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_ABORTION,C3L,2,0.7096,0.1881,0.4382,Dem,0.5215,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_ABORTION,C3R,2,0.2904,0.8119,0.5618,Rep,0.5215,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_ABORTION,N,2,0.7096,0.1881,0.4382,Dem,0.5215,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_ABORTIONRESTR,C1L,2,0.2794,0.4295,0.3936,Rep,0.1501,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_ABORTIONRESTR,C3L,2,0.7206,0.5705,0.6064,Dem,0.1501,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_ABORTIONRESTR,C3R,2,0.2794,0.4295,0.3936,Rep,0.1501,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_ABORTIONRESTR,N,2,0.2794,0.4295,0.3936,Rep,0.1501,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPA,C1L,4,0.2434,0.2157,0.2291,Dem,0.187,"[0.0, 1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPA,C1R,4,0.2434,0.2157,0.2291,Dem,0.187,"[0.0, 1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPA,C3L,4,0.4743,0.2873,0.3779,Dem,0.187,"[1.0, 0.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPA,C3R,4,0.2434,0.2157,0.2291,Dem,0.187,"[0.0, 1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPA,CA,4,0.2434,0.2157,0.2291,Dem,0.187,"[0.0, 1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPA,N,4,0.2434,0.2157,0.2291,Dem,0.187,"[0.0, 1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPC,C3L,4,0.5784,0.3106,0.4376,Dem,0.2678,"[1.0, 0.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPC,C3R,4,0.2289,0.3876,0.3124,Rep,0.2678,"[0.0, 0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPC,N,4,0.3004,0.2049,0.2502,Dem,0.2678,"[0.0, 1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPH,C1L,4,0.4938,0.3189,0.4016,Dem,0.1749,"[0.0, 0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPH,C3L,4,0.4938,0.3189,0.4016,Dem,0.1749,"[0.0, 0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPH,C3R,4,0.2613,0.3905,0.3303,Rep,0.1749,"[0.0, 1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPH,CA,4,0.4938,0.3189,0.4016,Dem,0.1749,"[0.0, 0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_COMMIMPH,N,4,0.4938,0.3189,0.4016,Dem,0.1749,"[0.0, 0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_COMTYPE2,C3L,3,0.3519,0.509,0.4318,Rep,0.1571,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_COMTYPE2,N,3,0.2656,0.2655,0.2679,Dem,0.1571,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMTYPE2_INS,C3L,3,0.2656,0.2655,0.2679,Dem,0.1571,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_COMTYPE2_INS,C3R,3,0.3519,0.509,0.4318,Rep,0.1571,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_COMTYPE2_INS,N,3,0.2656,0.2655,0.2679,Dem,0.1571,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_ECONFAIR2,C1L,2,0.509,0.9104,0.7242,Rep,0.4013,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_ECONFAIR2,C3L,2,0.491,0.0896,0.2758,Dem,0.4013,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_ECONFAIR2,C3R,2,0.509,0.9104,0.7242,Rep,0.4013,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_ECONFAIR2,N,2,0.491,0.0896,0.2758,Dem,0.4013,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_ETHNCMAJ,C1L,3,0.1958,0.3853,0.2944,Rep,0.1894,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_ETHNCMAJ,C1R,3,0.1958,0.3853,0.2944,Rep,0.1894,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_ETHNCMAJ,C3L,3,0.1958,0.3853,0.2944,Rep,0.1894,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_ETHNCMAJ,C3R,3,0.1958,0.3853,0.2944,Rep,0.1894,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_ETHNCMAJ,CA,3,0.1958,0.3853,0.2944,Rep,0.1894,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_ETHNCMAJ,N,3,0.1958,0.3853,0.2944,Rep,0.1894,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_FEDSHAREA,C3L,3,0.4117,0.2472,0.3232,Dem,0.1645,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_FEDSHAREA,C3R,3,0.6244,0.46,0.5369,Dem,0.1645,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_FEDSHAREA,N,3,0.6244,0.46,0.5369,Dem,0.1645,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_GAYMARR2,C3L,4,0.68,0.2529,0.4569,Dem,0.4271,"[1.0, 0.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_GAYMARR2,C3R,4,0.32,0.7471,0.5431,Rep,0.4271,"[0.0, 0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_GAYMARR2,N,4,0.4065,0.2793,0.3398,Dem,0.4271,"[0.0, 1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_GOVT_ROLE,C1L,2,0.1845,0.7996,0.5105,Rep,0.615,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_GOVT_ROLE,C1R,2,0.1845,0.7996,0.5105,Rep,0.615,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_GOVT_ROLE,C3L,2,0.8155,0.2004,0.4895,Dem,0.615,"[1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_GOVT_ROLE,C3R,2,0.1845,0.7996,0.5105,Rep,0.615,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_GOVT_ROLE,N,2,0.1845,0.7996,0.5105,Rep,0.615,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_HARASS1A,C1L,3,0.2481,0.2572,0.2535,Rep,0.1298,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1A,C1R,3,0.2481,0.2572,0.2535,Rep,0.1298,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1A,C3L,3,0.2481,0.2572,0.2535,Rep,0.1298,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1A,C3R,3,0.2481,0.2572,0.2535,Rep,0.1298,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1A,CA,3,0.2481,0.2572,0.2535,Rep,0.1298,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1A,N,3,0.2481,0.2572,0.2535,Rep,0.1298,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1C,C1L,3,0.4334,0.2065,0.3151,Dem,0.2269,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1C,C1R,3,0.4334,0.2065,0.3151,Dem,0.2269,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1C,C3L,3,0.4334,0.2065,0.3151,Dem,0.2269,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1C,C3R,3,0.4334,0.2065,0.3151,Dem,0.2269,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1C,CA,3,0.4334,0.2065,0.3151,Dem,0.2269,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1C,N,3,0.4334,0.2065,0.3151,Dem,0.2269,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1D,C1L,3,0.4986,0.2282,0.3566,Dem,0.2704,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1D,C1R,3,0.4986,0.2282,0.3566,Dem,0.2704,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1D,C3L,3,0.4986,0.2282,0.3566,Dem,0.2704,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1D,C3R,3,0.2616,0.359,0.3132,Rep,0.2704,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1D,CA,3,0.4986,0.2282,0.3566,Dem,0.2704,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS1D,N,3,0.4986,0.2282,0.3566,Dem,0.2704,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS2F1,C1L,3,0.7022,0.501,0.5982,Dem,0.2012,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS2F1,C1R,3,0.7022,0.501,0.5982,Dem,0.2012,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS2F1,C3L,3,0.7022,0.501,0.5982,Dem,0.2012,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS2F1,C3R,3,0.2978,0.499,0.4018,Rep,0.2012,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_HARASS2F1,CA,3,0.7022,0.501,0.5982,Dem,0.2012,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS2F1,N,3,0.7022,0.501,0.5982,Dem,0.2012,"[1.0, 0.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS3F2,C1L,3,0.1537,0.2779,0.2203,Rep,0.1243,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS3F2,C1R,3,0.1537,0.2779,0.2203,Rep,0.1243,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS3F2,C3L,3,0.1537,0.2779,0.2203,Rep,0.1243,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS3F2,C3R,3,0.1537,0.2779,0.2203,Rep,0.1243,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_HARASS3F2,CA,3,0.4088,0.3776,0.392,Dem,0.1243,"[0.0, 0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_HARASS3F2,N,3,0.1537,0.2779,0.2203,Rep,0.1243,"[0.0, 1.0, 0.0]"
Claude Sonnet 4.5,atp_W32_IMMCULT2,C1L,2,0.7615,0.1886,0.4588,Dem,0.5729,"[0.0, 1.0]"
Claude Sonnet 4.5,atp_W32_IMMCULT2,C1R,2,0.7615,0.1886,0.4588,Dem,0.5729,"[0.0, 1.0]"
