wave,var_name,question,n_options,option_labels,dist_overall,dist_rep,dist_dem,n_overall,n_rep,n_dem,partisan_gap,error
W27,PREDICTB,Do you think each of the following things will or will not happen in the next 20 years? Most stores and retail businesses will be fully automated and involve little or no human interaction between cus,4,"[""Will definitely happen"", ""Will probably happen"", ""Will probably NOT happen"", ""Will definitely NOT happen""]","[0.1143, 0.5223, 0.3467, 0.0167]","[0.1076, 0.5274, 0.3493, 0.0156]","[0.1189, 0.5204, 0.3437, 0.017]",4135,1862,2186,0.0056,
W27,PREDICTC,Do you think each of the following things will or will not happen in the next 20 years? Most deliveries in cities will be made by robots or drones instead of humans,4,"[""Will definitely happen"", ""Will probably happen"", ""Will probably NOT happen"", ""Will definitely NOT happen""]","[0.1101, 0.529, 0.3387, 0.0223]","[0.0861, 0.5175, 0.3722, 0.0242]","[0.1293, 0.542, 0.3081, 0.0206]",4135,1862,2186,0.0382,
W27,PREDICTD,"Do you think each of the following things will or will not happen in the next 20 years? When people want to buy most common products, they will create them at home using a 3-D printer",4,"[""Will definitely happen"", ""Will probably happen"", ""Will probably NOT happen"", ""Will definitely NOT happen""]","[0.0463, 0.3192, 0.5733, 0.0612]","[0.0389, 0.3067, 0.5922, 0.0622]","[0.0502, 0.3293, 0.5615, 0.059]",4135,1862,2186,0.0162,
W27,CARS1,"How much have you seen or heard about the effort to develop driverless vehicles - that is, cars and trucks that can operate on their own without a human driver?",3,"[""A lot"", ""A little"", ""Nothing at all""]","[0.4079, 0.556, 0.0361]","[0.3756, 0.5862, 0.0382]","[0.4364, 0.5319, 0.0317]",4135,1862,2186,0.0337,
W27,CARS2,"Has what you've seen or heard about driverless vehicles been mostly positive, mostly negative, or a mix of both?",3,"[""Mostly positive"", ""Mostly negative"", ""A mix of both""]","[0.2373, 0.1022, 0.6604]","[0.2042, 0.1209, 0.6749]","[0.2682, 0.0877, 0.6441]",3977,1790,2110,0.0474,
W27,CARS3A,"How Enthusiastic are you, if at all, about the development of driverless vehicles?",4,"[""Very enthusiastic"", ""Somewhat enthusiastic"", ""Not too enthusiastic"", ""Not at all enthusiastic""]","[0.1219, 0.2952, 0.3863, 0.1966]","[0.0856, 0.247, 0.415, 0.2524]","[0.1544, 0.3396, 0.3611, 0.1448]",4135,1862,2186,0.1126,
W27,CARS3B,"How Worried are you, if at all, about the development of driverless vehicles?",4,"[""Very worried"", ""Somewhat worried"", ""Not too worried"", ""Not at all worried""]","[0.1215, 0.3936, 0.3721, 0.1128]","[0.1419, 0.4032, 0.3543, 0.1005]","[0.1016, 0.3863, 0.3899, 0.1222]",4135,1862,2186,0.0398,
W27,CARS4,"How long, if ever, do you think it will take for MOST of the vehicles on the road to be driverless, rather than driven by humans?",5,"[""Less than 10 years"", ""10 to less than 50 years"", ""50 to less than 100 years"", ""100 or more years"", ""It will never happen""]","[0.0736, 0.5986, 0.2171, 0.0397, 0.071]","[0.0684, 0.5748, 0.2207, 0.0479, 0.0883]","[0.0774, 0.6218, 0.2134, 0.0325, 0.0549]",4135,1862,2186,0.0368,
W27,CARS7A,How safe would you feel sharing the road with a driverless passenger vehicle?,4,"[""Very safe"", ""Somewhat safe"", ""Not too safe"", ""Not safe at all""]","[0.1272, 0.397, 0.3345, 0.1412]","[0.0925, 0.3583, 0.3717, 0.1775]","[0.1567, 0.4313, 0.3034, 0.1086]",4135,1862,2186,0.0901,
W27,CARS7B,How safe would you feel sharing the road with a driverless freight truck?,4,"[""Very safe"", ""Somewhat safe"", ""Not too safe"", ""Not safe at all""]","[0.0865, 0.2867, 0.3313, 0.2954]","[0.0657, 0.2411, 0.3471, 0.3461]","[0.1036, 0.3258, 0.3171, 0.2534]",4135,1862,2186,0.0844,
W27,CARS8,"If driverless vehicles become widespread, do you think that the number of people killed or injured in traffic accidents will increase, decrease, or stay about the same?",3,"[""Increase"", ""Decrease"", ""Stay about the same""]","[0.2544, 0.4244, 0.3212]","[0.3086, 0.3535, 0.3378]","[0.2075, 0.4878, 0.3046]",4135,1862,2186,0.0671,
W27,CARS9A,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to travel in dedicated lanes",4,"[""Strongly favor"", ""Favor"", ""Oppose"", ""Strongly oppose""]","[0.4465, 0.3838, 0.1349, 0.0348]","[0.4833, 0.3703, 0.1184, 0.028]","[0.4116, 0.3969, 0.151, 0.0405]",4135,1862,2186,0.0431,
W27,CARS9B,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Restricting them from traveling near certain areas, such as schools",4,"[""Strongly favor"", ""Favor"", ""Oppose"", ""Strongly oppose""]","[0.3127, 0.3527, 0.2841, 0.0505]","[0.3667, 0.3494, 0.245, 0.0389]","[0.2604, 0.3583, 0.3209, 0.0605]",4135,1862,2186,0.0751,
W27,CARS9C,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to have a person in the driver's seat who could take control in ",4,"[""Strongly favor"", ""Favor"", ""Oppose"", ""Strongly oppose""]","[0.5136, 0.3598, 0.1064, 0.0202]","[0.5548, 0.3308, 0.0961, 0.0183]","[0.4745, 0.3873, 0.1166, 0.0216]",4135,1862,2186,0.0357,
W27,CARS10A,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Elderly and disabled people will be able to live more independently",2,"[""Yes, likely"", ""No, not likely""]","[0.785, 0.215]","[0.7402, 0.2598]","[0.8251, 0.1749]",4135,1862,2186,0.085,
W27,CARS10B,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Many people who drive for a living would lose their jobs",2,"[""Yes, likely"", ""No, not likely""]","[0.8115, 0.1885]","[0.8043, 0.1957]","[0.8183, 0.1817]",4135,1862,2186,0.014,
W27,CARS10C,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Owning a car would become much less important to people",2,"[""Yes, likely"", ""No, not likely""]","[0.4393, 0.5607]","[0.416, 0.584]","[0.4563, 0.5437]",4135,1862,2186,0.0403,
W27,CARS10D,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Most people would never learn how to drive a car on their own",2,"[""Yes, likely"", ""No, not likely""]","[0.6686, 0.3314]","[0.673, 0.327]","[0.6638, 0.3362]",4135,1862,2186,0.0092,
W27,CARS10E,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? There would be much less traffic in major cities",2,"[""Yes, likely"", ""No, not likely""]","[0.2517, 0.7483]","[0.2002, 0.7998]","[0.2946, 0.7054]",4135,1862,2186,0.0944,
W27,WORK2,"On a different subject...Would you say that society generally places TOO MUCH importance on working and having a job, NOT Enough importance on working and having a job, or is it just about right?",3,"[""Too much importance"", ""Not enough importance"", ""Just about right""]","[0.1556, 0.5228, 0.3216]","[0.0731, 0.7398, 0.1871]","[0.2214, 0.339, 0.4396]",4135,1862,2186,0.2004,
W27,WORK3A,"Have the following technologies had a [positive impact, a negative impact / negative impact, positive impact], or no impact either way on you and your job or career? Industrial robots",3,"[""Positive impact"", ""Negative impact"", ""No impact either way""]","[0.2984, 0.1, 0.6016]","[0.3177, 0.0994, 0.583]","[0.2847, 0.0969, 0.6183]",2510,1133,1335,0.0341,
W27,WORK3B,"Have the following technologies had a [positive impact, a negative impact / negative impact, positive impact], or no impact either way on you and your job or career? Word processing or spreadsheet sof",3,"[""Positive impact"", ""Negative impact"", ""No impact either way""]","[0.8145, 0.0256, 0.1599]","[0.8007, 0.0248, 0.1745]","[0.8332, 0.0248, 0.142]",2510,1133,1335,0.0325,
W27,WORK3C,"Have the following technologies had a [positive impact, a negative impact / negative impact, positive impact], or no impact either way on you and your job or career? Email or social media",3,"[""Positive impact"", ""Negative impact"", ""No impact either way""]","[0.6735, 0.1553, 0.1713]","[0.6342, 0.1754, 0.1904]","[0.7105, 0.1383, 0.1511]",2510,1133,1335,0.0578,
W27,WORK3D,"Have the following technologies had a [positive impact, a negative impact / negative impact, positive impact], or no impact either way on you and your job or career? Software that manages your daily w",3,"[""Positive impact"", ""Negative impact"", ""No impact either way""]","[0.5873, 0.0737, 0.3391]","[0.5599, 0.0807, 0.3594]","[0.617, 0.0662, 0.3168]",2510,1133,1335,0.0498,
W27,WORK3E,"Have the following technologies had a [positive impact, a negative impact / negative impact, positive impact], or no impact either way on you and your job or career? Smartphones",3,"[""Positive impact"", ""Negative impact"", ""No impact either way""]","[0.7339, 0.1099, 0.1562]","[0.7201, 0.1089, 0.1709]","[0.7515, 0.1104, 0.1381]",2510,1133,1335,0.0321,
W27,WORK3F,"Have the following technologies had a [positive impact, a negative impact / negative impact, positive impact], or no impact either way on you and your job or career? Technologies that help customers s",3,"[""Positive impact"", ""Negative impact"", ""No impact either way""]","[0.4844, 0.1189, 0.3967]","[0.4406, 0.1348, 0.4246]","[0.5256, 0.1045, 0.3699]",2510,1133,1335,0.0698,
W27,WORK4A,"Thinking about how Demanding your work is, has technology generally made your work...",3,"[""More demanding"", ""Less demanding"", ""No impact either way""]","[0.4362, 0.2913, 0.2725]","[0.444, 0.2913, 0.2648]","[0.4317, 0.2943, 0.274]",2510,1133,1335,0.0108,
W27,WORK4B,"Thinking about how Interesting your work is, has technology generally made your work...",3,"[""More interesting"", ""Less interesting"", ""No impact either way""]","[0.5919, 0.1019, 0.3062]","[0.5641, 0.1167, 0.3192]","[0.6203, 0.0895, 0.2902]",2510,1133,1335,0.0426,
W27,WORK4C,"Thinking about opportunities for advancement in your career, do you feel that technology has...",3,"[""Increased your opportunities"", ""Decreased your opportunities"", ""No impact either way""]","[0.4982, 0.1225, 0.3793]","[0.4752, 0.1354, 0.3894]","[0.5213, 0.1109, 0.3678]",2510,1133,1335,0.0339,
W27,ROBJOB1,"Please consider the following scenario...New developments in robotics and computing are changing the nature of many jobs...How much have you heard, read, or thought about this idea before today?",3,"[""A lot"", ""A little"", ""Nothing at all""]","[0.2709, 0.6303, 0.0988]","[0.222, 0.6649, 0.1131]","[0.3134, 0.6007, 0.0858]",4135,1862,2186,0.0594,
W27,ROBJOB2,"Based on what you know, does this concept seem...",4,"[""Extremely realistic"", ""Somewhat realistic"", ""Not very realistic"", ""Not at all realistic""]","[0.2061, 0.5891, 0.1779, 0.0269]","[0.1686, 0.5932, 0.2058, 0.0323]","[0.2359, 0.5879, 0.1551, 0.0211]",4135,1862,2186,0.0468,
W27,ROBJOB3A,"How Enthusiastic are you, if at all, about this possibility for society as a whole?",4,"[""Very enthusiastic"", ""Somewhat enthusiastic"", ""Not too enthusiastic"", ""Not at all enthusiastic""]","[0.0545, 0.282, 0.4863, 0.1772]","[0.0372, 0.2348, 0.5165, 0.2115]","[0.068, 0.3251, 0.4653, 0.1416]",4135,1862,2186,0.074,
W27,ROBJOB3B,"How Worried are you, if at all, about this possibility for society as a whole?",4,"[""Very worried"", ""Somewhat worried"", ""Not too worried"", ""Not at all worried""]","[0.2069, 0.4866, 0.2637, 0.0427]","[0.2121, 0.4674, 0.2779, 0.0426]","[0.2005, 0.506, 0.2523, 0.0413]",4135,1862,2186,0.0133,
W27,ROBJOB4A,Do you think the following are likely or not likely to happen as a result? Inequality between rich and poor would be much worse than it is today,2,"[""Yes, likely"", ""No, not likely""]","[0.7791, 0.2209]","[0.7324, 0.2676]","[0.8189, 0.1811]",4135,1862,2186,0.0866,
W27,ROBJOB4B,Do you think the following are likely or not likely to happen as a result? People would have a hard time finding things to do with their lives,2,"[""Yes, likely"", ""No, not likely""]","[0.6047, 0.3953]","[0.6239, 0.3761]","[0.5875, 0.4125]",4135,1862,2186,0.0364,
W27,ROBJOB4C,Do you think the following are likely or not likely to happen as a result? People would be able to focus less on work and more on the things that really matter to them in life,2,"[""Yes, likely"", ""No, not likely""]","[0.4051, 0.5949]","[0.3528, 0.6472]","[0.4488, 0.5512]",4135,1862,2186,0.096,
W27,ROBJOB4D,Do you think the following are likely or not likely to happen as a result? The economy as a whole would be much more efficient,2,"[""Yes, likely"", ""No, not likely""]","[0.4606, 0.5394]","[0.424, 0.576]","[0.4961, 0.5039]",4135,1862,2186,0.0721,
W27,ROBJOB4E,"Do you think the following are likely or not likely to happen as a result? The economy would create many new, better-paying jobs for humans",2,"[""Yes, likely"", ""No, not likely""]","[0.2651, 0.7349]","[0.2628, 0.7372]","[0.2714, 0.7286]",4135,1862,2186,0.0087,
W27,ROBJOB4F,Do you think the following are likely or not likely to happen as a result? Humans would find their jobs more meaningful and fulfilling since machines would mostly be doing things that humans find unap,2,"[""Yes, likely"", ""No, not likely""]","[0.4154, 0.5846]","[0.3785, 0.6215]","[0.4463, 0.5537]",4135,1862,2186,0.0678,
W27,ROBJOB5A,Would you favor or oppose the following? If the federal government provided all Americans with a guaranteed income that would allow them to meet their basic needs,4,"[""Strongly favor"", ""Favor"", ""Oppose"", ""Strongly oppose""]","[0.2526, 0.2748, 0.245, 0.2277]","[0.1043, 0.1675, 0.3042, 0.4241]","[0.3741, 0.3654, 0.1977, 0.0628]",4135,1862,2186,0.3663,
W27,ROBJOB5B,Would you favor or oppose the following? If robots and computers were mostly limited to doing jobs that are dangerous or unhealthy for humans to do,4,"[""Strongly favor"", ""Favor"", ""Oppose"", ""Strongly oppose""]","[0.4514, 0.4095, 0.1084, 0.0307]","[0.4211, 0.4481, 0.0968, 0.0341]","[0.4775, 0.3772, 0.1196, 0.0258]",4135,1862,2186,0.0264,
W27,ROBJOB5C,"Would you favor or oppose the following? If people had the option of paying extra to interact with a human, rather than a robot or computer, when buying a product or service",4,"[""Strongly favor"", ""Favor"", ""Oppose"", ""Strongly oppose""]","[0.1939, 0.4455, 0.2379, 0.1227]","[0.198, 0.4471, 0.2222, 0.1327]","[0.1868, 0.4498, 0.2515, 0.1119]",4135,1862,2186,0.0135,
W27,ROBJOB5D,Would you favor or oppose the following? If the federal government created a national service program that paid people to perform tasks even if a robot or computer could do those tasks faster or cheap,4,"[""Strongly favor"", ""Favor"", ""Oppose"", ""Strongly oppose""]","[0.1493, 0.3463, 0.3502, 0.1542]","[0.1078, 0.2624, 0.3653, 0.2646]","[0.1793, 0.4185, 0.34, 0.0622]",4135,1862,2186,0.1671,
W27,ROBJOB6,"Which of the following statements best describes how you feel, even if neither is exactly right?",2,"[""The government would have an obligation to take care of people whose jobs are displaced by robots and computers..."", ""Individuals would have an obligation to take care of their own financial well-being, even if robots and computers...""]","[0.455, 0.545]","[0.2143, 0.7857]","[0.6585, 0.3415]",4135,1862,2186,0.4442,
W27,ROBJOB7,"Which of the following statements best describes how you feel, even if neither is exactly right?",2,"[""If businesses can receive better work at lower cost by replacing humans with robots and computers, they are justified..."", ""There should be limits on how many jobs businesses can replace with robots and computers, even if they can do those...""]","[0.5159, 0.4841]","[0.571, 0.429]","[0.4748, 0.5252]",4135,1862,2186,0.0962,
W27,ROBJOB8A,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the following jobs will be mostly replaced by robots or computers in your lifetime? Software engineer",4,"[""Very likely"", ""Somewhat likely"", ""Not very likely"", ""Not at all likely""]","[0.1114, 0.3677, 0.3911, 0.1299]","[0.1017, 0.3429, 0.4164, 0.139]","[0.1183, 0.389, 0.3738, 0.1188]",4135,1862,2186,0.0332,
W27,ROBJOB8B,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the following jobs will be mostly replaced by robots or computers in your lifetime? Legal clerk",4,"[""Very likely"", ""Somewhat likely"", ""Not very likely"", ""Not at all likely""]","[0.1204, 0.3963, 0.388, 0.0953]","[0.0906, 0.3857, 0.4115, 0.1122]","[0.1438, 0.4058, 0.3709, 0.0795]",4135,1862,2186,0.0531,
W27,ROBJOB8C,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the following jobs will be mostly replaced by robots or computers in your lifetime? Nurse",4,"[""Very likely"", ""Somewhat likely"", ""Not very likely"", ""Not at all likely""]","[0.0257, 0.1378, 0.5029, 0.3336]","[0.0205, 0.1168, 0.4882, 0.3746]","[0.0275, 0.1546, 0.5225, 0.2954]",4135,1862,2186,0.0437,
